latest_year,type,id,indicator,year,xaxis_display,value
0,country,MYS,external_ppg_perc_gdp,2012,2012,0.211157699
0,country,MDV,external_ppg_perc_gdp,2012,2012,0.24957681
0,country,MLI,external_ppg_perc_gdp,2012,2012,0.224422383
0,country,MLT,external_ppg_perc_gdp,2012,2012,NA
0,country,MHL,external_ppg_perc_gdp,2012,2012,NA
0,country,MRT,external_ppg_perc_gdp,2012,2012,0.44954786
0,country,MUS,external_ppg_perc_gdp,2012,2012,0.115757359
0,country,MEX,external_ppg_perc_gdp,2012,2012,0.163102682
0,country,FSM,external_ppg_perc_gdp,2012,2012,NA
0,country,MDA,external_ppg_perc_gdp,2012,2012,0.110773197
0,country,MNG,external_ppg_perc_gdp,2012,2012,0.27899801
0,country,MNE,external_ppg_perc_gdp,2012,2012,0.533185059
0,country,MAR,external_ppg_perc_gdp,2012,2012,0.236476347
0,country,MOZ,external_ppg_perc_gdp,2012,2012,0.313558153
0,country,MMR,external_ppg_perc_gdp,2012,2012,0.163914514
0,country,NAM,external_ppg_perc_gdp,2012,2012,NA
0,country,NRU,external_ppg_perc_gdp,2012,2012,NA
0,country,NPL,external_ppg_perc_gdp,2012,2012,0.160949808
0,country,NLD,external_ppg_perc_gdp,2012,2012,NA
0,country,NZL,external_ppg_perc_gdp,2012,2012,NA
0,country,NIC,external_ppg_perc_gdp,2012,2012,0.291971674
0,country,NER,external_ppg_perc_gdp,2012,2012,0.162050601
0,country,NGA,external_ppg_perc_gdp,2012,2012,0.014490291
0,country,MKD,external_ppg_perc_gdp,2012,2012,0.232796776
0,country,NOR,external_ppg_perc_gdp,2012,2012,NA
0,country,OMN,external_ppg_perc_gdp,2012,2012,NA
0,country,PAK,external_ppg_perc_gdp,2012,2012,0.183503143
0,country,PLW,external_ppg_perc_gdp,2012,2012,NA
0,country,PAN,external_ppg_perc_gdp,2012,2012,0.266887985
0,country,PNG,external_ppg_perc_gdp,2012,2012,0.053075777
0,country,PRY,external_ppg_perc_gdp,2012,2012,0.068096103
0,country,PER,external_ppg_perc_gdp,2012,2012,0.103406766
0,country,PHL,external_ppg_perc_gdp,2012,2012,0.164328624
0,country,POL,external_ppg_perc_gdp,2012,2012,NA
0,country,PRT,external_ppg_perc_gdp,2012,2012,NA
0,country,QAT,external_ppg_perc_gdp,2012,2012,NA
0,country,ROU,external_ppg_perc_gdp,2012,2012,0.164551436
0,country,RUS,external_ppg_perc_gdp,2012,2012,0.095841623
0,country,RWA,external_ppg_perc_gdp,2012,2012,0.136610943
0,country,KNA,external_ppg_perc_gdp,2012,2012,NA
0,country,LCA,external_ppg_perc_gdp,2012,2012,0.217311989
0,country,VCT,external_ppg_perc_gdp,2012,2012,0.363061576
0,country,WSM,external_ppg_perc_gdp,2012,2012,0.513510852
0,country,STP,external_ppg_perc_gdp,2012,2012,0.677533651
0,country,SAU,external_ppg_perc_gdp,2012,2012,NA
0,country,SEN,external_ppg_perc_gdp,2012,2012,0.236709835
0,country,SRB,external_ppg_perc_gdp,2012,2012,0.314506892
0,country,SYC,external_ppg_perc_gdp,2012,2012,0.44830283
0,country,SLE,external_ppg_perc_gdp,2012,2012,0.221003451
0,country,SGP,external_ppg_perc_gdp,2012,2012,NA
0,country,SVK,external_ppg_perc_gdp,2012,2012,NA
0,country,SVN,external_ppg_perc_gdp,2012,2012,NA
0,country,SLB,external_ppg_perc_gdp,2012,2012,0.092982098
0,country,SOM,external_ppg_perc_gdp,2012,2012,0.462726499
0,country,ZAF,external_ppg_perc_gdp,2012,2012,0.140701263
0,country,SSD,external_ppg_perc_gdp,2012,2012,NA
0,country,ESP,external_ppg_perc_gdp,2012,2012,NA
0,country,LKA,external_ppg_perc_gdp,2012,2012,0.326089652
0,country,SDN,external_ppg_perc_gdp,2012,2012,0.324313899
0,country,SUR,external_ppg_perc_gdp,2012,2012,NA
0,country,SWE,external_ppg_perc_gdp,2012,2012,NA
0,country,CHE,external_ppg_perc_gdp,2012,2012,NA
0,country,SYR,external_ppg_perc_gdp,2012,2012,NA
0,country,TJK,external_ppg_perc_gdp,2012,2012,0.263379983
0,country,TZA,external_ppg_perc_gdp,2012,2012,0.199115621
0,country,THA,external_ppg_perc_gdp,2012,2012,0.066734995
0,country,TLS,external_ppg_perc_gdp,2012,2012,NA
0,country,TGO,external_ppg_perc_gdp,2012,2012,0.085192189
0,country,TON,external_ppg_perc_gdp,2012,2012,0.398823317
0,country,TTO,external_ppg_perc_gdp,2012,2012,NA
0,country,TUN,external_ppg_perc_gdp,2012,2012,0.353123527
0,country,TUR,external_ppg_perc_gdp,2012,2012,0.113851076
0,country,TKM,external_ppg_perc_gdp,2012,2012,0.126666689
0,country,TUV,external_ppg_perc_gdp,2012,2012,NA
0,country,UGA,external_ppg_perc_gdp,2012,2012,0.112427591
0,country,UKR,external_ppg_perc_gdp,2012,2012,0.163436334
0,country,ARE,external_ppg_perc_gdp,2012,2012,NA
0,country,GBR,external_ppg_perc_gdp,2012,2012,NA
0,country,USA,external_ppg_perc_gdp,2012,2012,NA
0,country,URY,external_ppg_perc_gdp,2012,2012,NA
0,country,UZB,external_ppg_perc_gdp,2012,2012,0.058448199
0,country,VUT,external_ppg_perc_gdp,2012,2012,0.142950085
0,country,VEN,external_ppg_perc_gdp,2012,2012,0.179757307
0,country,VNM,external_ppg_perc_gdp,2012,2012,0.204811653
0,country,YEM,external_ppg_perc_gdp,2012,2012,0.196099421
0,country,ZMB,external_ppg_perc_gdp,2012,2012,0.118065679
0,country,ZWE,external_ppg_perc_gdp,2012,2012,0.239033239
0,country,AFG,external_ppg_perc_gdp,2013,2013,0.104423971
0,country,ALB,external_ppg_perc_gdp,2013,2013,0.293804024
0,country,DZA,external_ppg_perc_gdp,2013,2013,0.006921946
0,country,AGO,external_ppg_perc_gdp,2013,2013,0.191315824
0,country,ATG,external_ppg_perc_gdp,2013,2013,NA
0,country,ARG,external_ppg_perc_gdp,2013,2013,0.114292159
0,country,ARM,external_ppg_perc_gdp,2013,2013,0.298140671
0,country,AUS,external_ppg_perc_gdp,2013,2013,NA
0,country,AUT,external_ppg_perc_gdp,2013,2013,NA
0,country,AZE,external_ppg_perc_gdp,2013,2013,0.088773531
0,country,BHS,external_ppg_perc_gdp,2013,2013,NA
0,country,BHR,external_ppg_perc_gdp,2013,2013,NA
0,country,BGD,external_ppg_perc_gdp,2013,2013,0.139326551
0,country,BRB,external_ppg_perc_gdp,2013,2013,NA
0,country,BLR,external_ppg_perc_gdp,2013,2013,0.193681784
0,country,BEL,external_ppg_perc_gdp,2013,2013,NA
0,country,BLZ,external_ppg_perc_gdp,2013,2013,0.51859038
0,country,BEN,external_ppg_perc_gdp,2013,2013,0.127406566
0,country,BTN,external_ppg_perc_gdp,2013,2013,0.838225246
0,country,BOL,external_ppg_perc_gdp,2013,2013,0.171023991
0,country,BIH,external_ppg_perc_gdp,2013,2013,0.263871613
0,country,BWA,external_ppg_perc_gdp,2013,2013,0.127725204
0,country,BRA,external_ppg_perc_gdp,2013,2013,0.055235625
0,country,BRN,external_ppg_perc_gdp,2013,2013,NA
0,country,BGR,external_ppg_perc_gdp,2013,2013,0.084679277
0,country,BFA,external_ppg_perc_gdp,2013,2013,0.173144744
0,country,BDI,external_ppg_perc_gdp,2013,2013,0.162104893
0,country,CPV,external_ppg_perc_gdp,2013,2013,0.798383574
0,country,KHM,external_ppg_perc_gdp,2013,2013,0.316180194
0,country,CMR,external_ppg_perc_gdp,2013,2013,0.120766949
0,country,CAN,external_ppg_perc_gdp,2013,2013,NA
0,country,CAF,external_ppg_perc_gdp,2013,2013,0.193930542
0,country,TCD,external_ppg_perc_gdp,2013,2013,0.216955184
0,country,CHL,external_ppg_perc_gdp,2013,2013,NA
0,country,CHN,external_ppg_perc_gdp,2013,2013,0.015849362
0,country,COL,external_ppg_perc_gdp,2013,2013,0.140265
0,country,COM,external_ppg_perc_gdp,2013,2013,0.101319628
0,country,COG,external_ppg_perc_gdp,2013,2013,0.212703933
0,country,CRI,external_ppg_perc_gdp,2013,2013,0.146548678
0,country,CIV,external_ppg_perc_gdp,2013,2013,0.147645561
0,country,HRV,external_ppg_perc_gdp,2013,2013,NA
0,country,CUB,external_ppg_perc_gdp,2013,2013,NA
0,country,CYP,external_ppg_perc_gdp,2013,2013,NA
0,country,CZE,external_ppg_perc_gdp,2013,2013,NA
0,country,COD,external_ppg_perc_gdp,2013,2013,0.166964593
0,country,DNK,external_ppg_perc_gdp,2013,2013,NA
0,country,DJI,external_ppg_perc_gdp,2013,2013,0.325529034
0,country,DMA,external_ppg_perc_gdp,2013,2013,0.563125073
0,country,DOM,external_ppg_perc_gdp,2013,2013,0.225862243
0,country,ECU,external_ppg_perc_gdp,2013,2013,0.131211748
0,country,EGY,external_ppg_perc_gdp,2013,2013,0.139480035
0,country,SLV,external_ppg_perc_gdp,2013,2013,0.35777071
0,country,GNQ,external_ppg_perc_gdp,2013,2013,NA
0,country,ERI,external_ppg_perc_gdp,2013,2013,0.456777614
0,country,EST,external_ppg_perc_gdp,2013,2013,NA
0,country,SWZ,external_ppg_perc_gdp,2013,2013,0.067393655
0,country,ETH,external_ppg_perc_gdp,2013,2013,0.25556774
0,country,FJI,external_ppg_perc_gdp,2013,2013,0.152965446
0,country,FIN,external_ppg_perc_gdp,2013,2013,NA
0,country,FRA,external_ppg_perc_gdp,2013,2013,NA
0,country,GAB,external_ppg_perc_gdp,2013,2013,0.246400982
0,country,GMB,external_ppg_perc_gdp,2013,2013,0.339580872
0,country,GEO,external_ppg_perc_gdp,2013,2013,0.312019168
0,country,DEU,external_ppg_perc_gdp,2013,2013,NA
0,country,GHA,external_ppg_perc_gdp,2013,2013,0.176474615
0,country,GRC,external_ppg_perc_gdp,2013,2013,NA
0,country,GRD,external_ppg_perc_gdp,2013,2013,0.587514483
0,country,GTM,external_ppg_perc_gdp,2013,2013,0.133218705
0,country,GIN,external_ppg_perc_gdp,2013,2013,0.159055368
0,country,GNB,external_ppg_perc_gdp,2013,2013,0.215927553
0,country,GUY,external_ppg_perc_gdp,2013,2013,0.267863886
0,country,HTI,external_ppg_perc_gdp,2013,2013,0.093134585
0,country,HND,external_ppg_perc_gdp,2013,2013,0.281427108
1,country,HUN,external_ppg_perc_gdp,2013,2013,0.481310088
0,country,ISL,external_ppg_perc_gdp,2013,2013,NA
0,country,IND,external_ppg_perc_gdp,2013,2013,0.06541751
0,country,IDN,external_ppg_perc_gdp,2013,2013,0.139854426
0,country,IRN,external_ppg_perc_gdp,2013,2013,0.009432671
0,country,IRQ,external_ppg_perc_gdp,2013,2013,NA
0,country,IRL,external_ppg_perc_gdp,2013,2013,NA
0,country,ISR,external_ppg_perc_gdp,2013,2013,NA
0,country,ITA,external_ppg_perc_gdp,2013,2013,NA
0,country,JAM,external_ppg_perc_gdp,2013,2013,0.524286275
0,country,JPN,external_ppg_perc_gdp,2013,2013,NA
0,country,JOR,external_ppg_perc_gdp,2013,2013,0.251716968
0,country,KAZ,external_ppg_perc_gdp,2013,2013,0.05327577
0,country,KEN,external_ppg_perc_gdp,2013,2013,0.158420703
0,country,KIR,external_ppg_perc_gdp,2013,2013,NA
0,country,KOR,external_ppg_perc_gdp,2013,2013,NA
0,country,KWT,external_ppg_perc_gdp,2013,2013,NA
0,country,KGZ,external_ppg_perc_gdp,2013,2013,0.403040651
0,country,LAO,external_ppg_perc_gdp,2013,2013,0.427980563
0,country,LVA,external_ppg_perc_gdp,2013,2013,NA
0,country,LBN,external_ppg_perc_gdp,2013,2013,0.548697341
0,country,LSO,external_ppg_perc_gdp,2013,2013,0.329154474
0,country,LBR,external_ppg_perc_gdp,2013,2013,0.075389793
0,country,LBY,external_ppg_perc_gdp,2013,2013,NA
0,country,LTU,external_ppg_perc_gdp,2013,2013,NA
0,country,LUX,external_ppg_perc_gdp,2013,2013,NA
0,country,MDG,external_ppg_perc_gdp,2013,2013,0.187657497
0,country,MWI,external_ppg_perc_gdp,2013,2013,0.16344596
0,country,MYS,external_ppg_perc_gdp,2013,2013,0.20891729
0,country,MDV,external_ppg_perc_gdp,2013,2013,0.266179561
0,country,MLI,external_ppg_perc_gdp,2013,2013,0.236901488
0,country,MLT,external_ppg_perc_gdp,2013,2013,NA
0,country,MHL,external_ppg_perc_gdp,2013,2013,NA
0,country,MRT,external_ppg_perc_gdp,2013,2013,0.442878026
0,country,MUS,external_ppg_perc_gdp,2013,2013,0.141241511
0,country,MEX,external_ppg_perc_gdp,2013,2013,0.172650733
0,country,FSM,external_ppg_perc_gdp,2013,2013,NA
0,country,MDA,external_ppg_perc_gdp,2013,2013,0.104982258
0,country,MNG,external_ppg_perc_gdp,2013,2013,0.304704048
0,country,MNE,external_ppg_perc_gdp,2013,2013,0.542826532
0,country,MAR,external_ppg_perc_gdp,2013,2013,0.24479988
0,country,MOZ,external_ppg_perc_gdp,2013,2013,0.460762627
0,country,MMR,external_ppg_perc_gdp,2013,2013,0.156095943
0,country,NAM,external_ppg_perc_gdp,2013,2013,NA
0,country,NRU,external_ppg_perc_gdp,2013,2013,NA
0,country,NPL,external_ppg_perc_gdp,2013,2013,0.16129484
0,country,NLD,external_ppg_perc_gdp,2013,2013,NA
0,country,NZL,external_ppg_perc_gdp,2013,2013,NA
0,country,NIC,external_ppg_perc_gdp,2013,2013,0.301814231
0,country,NER,external_ppg_perc_gdp,2013,2013,0.170517678
0,country,NGA,external_ppg_perc_gdp,2013,2013,0.016088478
0,country,MKD,external_ppg_perc_gdp,2013,2013,0.237664521
0,country,NOR,external_ppg_perc_gdp,2013,2013,NA
0,country,OMN,external_ppg_perc_gdp,2013,2013,NA
0,country,PAK,external_ppg_perc_gdp,2013,2013,0.174866685
0,country,PLW,external_ppg_perc_gdp,2013,2013,NA
0,country,PAN,external_ppg_perc_gdp,2013,2013,0.267797987
0,country,PNG,external_ppg_perc_gdp,2013,2013,0.059059195
0,country,PRY,external_ppg_perc_gdp,2013,2013,0.069956605
0,country,PER,external_ppg_perc_gdp,2013,2013,0.085004412
0,country,PHL,external_ppg_perc_gdp,2013,2013,0.135900243
0,country,POL,external_ppg_perc_gdp,2013,2013,NA
0,country,PRT,external_ppg_perc_gdp,2013,2013,NA
0,country,QAT,external_ppg_perc_gdp,2013,2013,NA
0,country,ROU,external_ppg_perc_gdp,2013,2013,0.187398931
0,country,RUS,external_ppg_perc_gdp,2013,2013,0.119666321
0,country,RWA,external_ppg_perc_gdp,2013,2013,0.198658223
0,country,KNA,external_ppg_perc_gdp,2013,2013,NA
0,country,LCA,external_ppg_perc_gdp,2013,2013,0.22032664
0,country,VCT,external_ppg_perc_gdp,2013,2013,0.377339642
0,country,WSM,external_ppg_perc_gdp,2013,2013,0.516651793
0,country,STP,external_ppg_perc_gdp,2013,2013,0.612392127
0,country,SAU,external_ppg_perc_gdp,2013,2013,NA
0,country,SEN,external_ppg_perc_gdp,2013,2013,0.238664483
0,country,SRB,external_ppg_perc_gdp,2013,2013,0.343528274
1,country,SYC,external_ppg_perc_gdp,2013,2013,0.364933735
0,country,SLE,external_ppg_perc_gdp,2013,2013,0.184067552
0,country,SGP,external_ppg_perc_gdp,2013,2013,NA
0,country,SVK,external_ppg_perc_gdp,2013,2013,NA
0,country,SVN,external_ppg_perc_gdp,2013,2013,NA
0,country,SLB,external_ppg_perc_gdp,2013,2013,0.078638773
0,country,SOM,external_ppg_perc_gdp,2013,2013,0.406438087
0,country,ZAF,external_ppg_perc_gdp,2013,2013,0.149797128
0,country,SSD,external_ppg_perc_gdp,2013,2013,NA
0,country,ESP,external_ppg_perc_gdp,2013,2013,NA
0,country,LKA,external_ppg_perc_gdp,2013,2013,0.330514643
0,country,SDN,external_ppg_perc_gdp,2013,2013,0.313118898
0,country,SUR,external_ppg_perc_gdp,2013,2013,NA
0,country,SWE,external_ppg_perc_gdp,2013,2013,NA
0,country,CHE,external_ppg_perc_gdp,2013,2013,NA
0,country,SYR,external_ppg_perc_gdp,2013,2013,NA
0,country,TJK,external_ppg_perc_gdp,2013,2013,0.236364081
0,country,TZA,external_ppg_perc_gdp,2013,2013,0.223165247
0,country,THA,external_ppg_perc_gdp,2013,2013,0.061383755
0,country,TLS,external_ppg_perc_gdp,2013,2013,NA
0,country,TGO,external_ppg_perc_gdp,2013,2013,0.100327933
0,country,TON,external_ppg_perc_gdp,2013,2013,0.420010583
0,country,TTO,external_ppg_perc_gdp,2013,2013,NA
0,country,TUN,external_ppg_perc_gdp,2013,2013,0.348805824
0,country,TUR,external_ppg_perc_gdp,2013,2013,0.111067943
0,country,TKM,external_ppg_perc_gdp,2013,2013,0.156986753
0,country,TUV,external_ppg_perc_gdp,2013,2013,NA
0,country,UGA,external_ppg_perc_gdp,2013,2013,0.125714667
0,country,UKR,external_ppg_perc_gdp,2013,2013,0.17229157
0,country,ARE,external_ppg_perc_gdp,2013,2013,NA
0,country,GBR,external_ppg_perc_gdp,2013,2013,NA
0,country,USA,external_ppg_perc_gdp,2013,2013,NA
0,country,URY,external_ppg_perc_gdp,2013,2013,NA
0,country,UZB,external_ppg_perc_gdp,2013,2013,0.057630234
0,country,VUT,external_ppg_perc_gdp,2013,2013,0.145345514
0,country,VEN,external_ppg_perc_gdp,2013,2013,0.259399808
0,country,VNM,external_ppg_perc_gdp,2013,2013,0.201992848
0,country,YEM,external_ppg_perc_gdp,2013,2013,0.171334407
0,country,ZMB,external_ppg_perc_gdp,2013,2013,0.120353893
0,country,ZWE,external_ppg_perc_gdp,2013,2013,0.216883474
0,country,AFG,external_ppg_perc_gdp,2014,2014,0.098028322
0,country,ALB,external_ppg_perc_gdp,2014,2014,0.276691944
0,country,DZA,external_ppg_perc_gdp,2014,2014,0.005261412
0,country,AGO,external_ppg_perc_gdp,2014,2014,0.229949704
0,country,ATG,external_ppg_perc_gdp,2014,2014,NA
0,country,ARG,external_ppg_perc_gdp,2014,2014,0.135328143
0,country,ARM,external_ppg_perc_gdp,2014,2014,0.291154437
0,country,AUS,external_ppg_perc_gdp,2014,2014,NA
0,country,AUT,external_ppg_perc_gdp,2014,2014,NA
0,country,AZE,external_ppg_perc_gdp,2014,2014,0.111695583
0,country,BHS,external_ppg_perc_gdp,2014,2014,NA
0,country,BHR,external_ppg_perc_gdp,2014,2014,NA
0,country,BGD,external_ppg_perc_gdp,2014,2014,0.128141777
0,country,BRB,external_ppg_perc_gdp,2014,2014,NA
0,country,BLR,external_ppg_perc_gdp,2014,2014,0.198585523
0,country,BEL,external_ppg_perc_gdp,2014,2014,NA
0,country,BLZ,external_ppg_perc_gdp,2014,2014,0.515133445
0,country,BEN,external_ppg_perc_gdp,2014,2014,0.13257343
0,country,BTN,external_ppg_perc_gdp,2014,2014,1.024218469
0,country,BOL,external_ppg_perc_gdp,2014,2014,0.172846667
0,country,BIH,external_ppg_perc_gdp,2014,2014,0.255448119
0,country,BWA,external_ppg_perc_gdp,2014,2014,0.123929268
0,country,BRA,external_ppg_perc_gdp,2014,2014,0.071224237
0,country,BRN,external_ppg_perc_gdp,2014,2014,NA
0,country,BGR,external_ppg_perc_gdp,2014,2014,0.103391517
0,country,BFA,external_ppg_perc_gdp,2014,2014,0.165919306
0,country,BDI,external_ppg_perc_gdp,2014,2014,0.149132822
0,country,CPV,external_ppg_perc_gdp,2014,2014,0.826361035
0,country,KHM,external_ppg_perc_gdp,2014,2014,0.314519861
0,country,CMR,external_ppg_perc_gdp,2014,2014,0.126856284
0,country,CAN,external_ppg_perc_gdp,2014,2014,NA
0,country,CAF,external_ppg_perc_gdp,2014,2014,0.208685644
0,country,TCD,external_ppg_perc_gdp,2014,2014,0.258667331
0,country,CHL,external_ppg_perc_gdp,2014,2014,NA
0,country,CHN,external_ppg_perc_gdp,2014,2014,0.017013485
0,country,COL,external_ppg_perc_gdp,2014,2014,0.161620212
0,country,COM,external_ppg_perc_gdp,2014,2014,0.094997102
0,country,COG,external_ppg_perc_gdp,2014,2014,0.247686844
0,country,CRI,external_ppg_perc_gdp,2014,2014,0.169548455
0,country,CIV,external_ppg_perc_gdp,2014,2014,0.135656138
0,country,HRV,external_ppg_perc_gdp,2014,2014,NA
0,country,CUB,external_ppg_perc_gdp,2014,2014,NA
0,country,CYP,external_ppg_perc_gdp,2014,2014,NA
0,country,CZE,external_ppg_perc_gdp,2014,2014,NA
0,country,COD,external_ppg_perc_gdp,2014,2014,0.15355234
0,country,DNK,external_ppg_perc_gdp,2014,2014,NA
0,country,DJI,external_ppg_perc_gdp,2014,2014,0.367121192
0,country,DMA,external_ppg_perc_gdp,2014,2014,0.541902671
0,country,DOM,external_ppg_perc_gdp,2014,2014,0.233418898
0,country,ECU,external_ppg_perc_gdp,2014,2014,0.172666773
0,country,EGY,external_ppg_perc_gdp,2014,2014,0.115341107
0,country,SLV,external_ppg_perc_gdp,2014,2014,0.384680979
0,country,GNQ,external_ppg_perc_gdp,2014,2014,NA
0,country,ERI,external_ppg_perc_gdp,2014,2014,0.318308582
0,country,EST,external_ppg_perc_gdp,2014,2014,NA
0,country,SWZ,external_ppg_perc_gdp,2014,2014,0.067493331
0,country,ETH,external_ppg_perc_gdp,2014,2014,0.299110612
0,country,FJI,external_ppg_perc_gdp,2014,2014,0.152584501
0,country,FIN,external_ppg_perc_gdp,2014,2014,NA
0,country,FRA,external_ppg_perc_gdp,2014,2014,NA
0,country,GAB,external_ppg_perc_gdp,2014,2014,0.240108075
0,country,GMB,external_ppg_perc_gdp,2014,2014,0.367561936
0,country,GEO,external_ppg_perc_gdp,2014,2014,0.316337729
0,country,DEU,external_ppg_perc_gdp,2014,2014,NA
0,country,GHA,external_ppg_perc_gdp,2014,2014,0.246544343
0,country,GRC,external_ppg_perc_gdp,2014,2014,NA
0,country,GRD,external_ppg_perc_gdp,2014,2014,0.563082503
0,country,GTM,external_ppg_perc_gdp,2014,2014,0.12103156
0,country,GIN,external_ppg_perc_gdp,2014,2014,0.165582498
0,country,GNB,external_ppg_perc_gdp,2014,2014,0.241531373
0,country,GUY,external_ppg_perc_gdp,2014,2014,0.266049979
0,country,HTI,external_ppg_perc_gdp,2014,2014,0.117131589
0,country,HND,external_ppg_perc_gdp,2014,2014,0.281847852
0,country,HUN,external_ppg_perc_gdp,2014,2014,NA
0,country,ISL,external_ppg_perc_gdp,2014,2014,NA
0,country,IND,external_ppg_perc_gdp,2014,2014,0.074794152
0,country,IDN,external_ppg_perc_gdp,2014,2014,0.159569991
0,country,IRN,external_ppg_perc_gdp,2014,2014,0.007204998
0,country,IRQ,external_ppg_perc_gdp,2014,2014,NA
0,country,IRL,external_ppg_perc_gdp,2014,2014,NA
0,country,ISR,external_ppg_perc_gdp,2014,2014,NA
0,country,ITA,external_ppg_perc_gdp,2014,2014,NA
0,country,JAM,external_ppg_perc_gdp,2014,2014,0.576720513
0,country,JPN,external_ppg_perc_gdp,2014,2014,NA
0,country,JOR,external_ppg_perc_gdp,2014,2014,0.258313862
0,country,KAZ,external_ppg_perc_gdp,2014,2014,0.069614799
0,country,KEN,external_ppg_perc_gdp,2014,2014,0.194772579
0,country,KIR,external_ppg_perc_gdp,2014,2014,NA
0,country,KOR,external_ppg_perc_gdp,2014,2014,NA
0,country,KWT,external_ppg_perc_gdp,2014,2014,NA
0,country,KGZ,external_ppg_perc_gdp,2014,2014,0.43557629
0,country,LAO,external_ppg_perc_gdp,2014,2014,0.422219298
0,country,LVA,external_ppg_perc_gdp,2014,2014,NA
0,country,LBN,external_ppg_perc_gdp,2014,2014,0.524569192
0,country,LSO,external_ppg_perc_gdp,2014,2014,0.310580881
0,country,LBR,external_ppg_perc_gdp,2014,2014,0.095875145
0,country,LBY,external_ppg_perc_gdp,2014,2014,NA
0,country,LTU,external_ppg_perc_gdp,2014,2014,NA
0,country,LUX,external_ppg_perc_gdp,2014,2014,NA
0,country,MDG,external_ppg_perc_gdp,2014,2014,0.192094622
0,country,MWI,external_ppg_perc_gdp,2014,2014,0.160978769
0,country,MYS,external_ppg_perc_gdp,2014,2014,0.197491119
0,country,MDV,external_ppg_perc_gdp,2014,2014,0.202448544
0,country,MLI,external_ppg_perc_gdp,2014,2014,0.222711039
0,country,MLT,external_ppg_perc_gdp,2014,2014,NA
0,country,MHL,external_ppg_perc_gdp,2014,2014,NA
0,country,MRT,external_ppg_perc_gdp,2014,2014,0.498338212
0,country,MUS,external_ppg_perc_gdp,2014,2014,0.138681969
0,country,MEX,external_ppg_perc_gdp,2014,2014,0.188125684
0,country,FSM,external_ppg_perc_gdp,2014,2014,NA
0,country,MDA,external_ppg_perc_gdp,2014,2014,0.107973074
0,country,MNG,external_ppg_perc_gdp,2014,2014,0.316713575
0,country,MNE,external_ppg_perc_gdp,2014,2014,0.513816306
0,country,MAR,external_ppg_perc_gdp,2014,2014,0.252899851
0,country,MOZ,external_ppg_perc_gdp,2014,2014,0.510791389
0,country,MMR,external_ppg_perc_gdp,2014,2014,0.152069246
0,country,NAM,external_ppg_perc_gdp,2014,2014,NA
0,country,NRU,external_ppg_perc_gdp,2014,2014,NA
0,country,NPL,external_ppg_perc_gdp,2014,2014,0.151385073
0,country,NLD,external_ppg_perc_gdp,2014,2014,NA
0,country,NZL,external_ppg_perc_gdp,2014,2014,NA
0,country,NIC,external_ppg_perc_gdp,2014,2014,0.301688606
0,country,NER,external_ppg_perc_gdp,2014,2014,0.160384523
0,country,NGA,external_ppg_perc_gdp,2014,2014,0.017002942
0,country,MKD,external_ppg_perc_gdp,2014,2014,0.275930064
0,country,NOR,external_ppg_perc_gdp,2014,2014,NA
0,country,OMN,external_ppg_perc_gdp,2014,2014,NA
0,country,PAK,external_ppg_perc_gdp,2014,2014,0.178097436
0,country,PLW,external_ppg_perc_gdp,2014,2014,NA
0,country,PAN,external_ppg_perc_gdp,2014,2014,0.282176151
0,country,PNG,external_ppg_perc_gdp,2014,2014,0.058984144
0,country,PRY,external_ppg_perc_gdp,2014,2014,0.09217894
0,country,PER,external_ppg_perc_gdp,2014,2014,0.078395405
0,country,PHL,external_ppg_perc_gdp,2014,2014,0.130925814
0,country,POL,external_ppg_perc_gdp,2014,2014,NA
0,country,PRT,external_ppg_perc_gdp,2014,2014,NA
0,country,QAT,external_ppg_perc_gdp,2014,2014,NA
0,country,ROU,external_ppg_perc_gdp,2014,2014,0.183978138
0,country,RUS,external_ppg_perc_gdp,2014,2014,0.11317282
0,country,RWA,external_ppg_perc_gdp,2014,2014,0.21316788
0,country,KNA,external_ppg_perc_gdp,2014,2014,NA
0,country,LCA,external_ppg_perc_gdp,2014,2014,0.218079587
0,country,VCT,external_ppg_perc_gdp,2014,2014,0.406852934
0,country,WSM,external_ppg_perc_gdp,2014,2014,0.523599892
0,country,STP,external_ppg_perc_gdp,2014,2014,0.577248847
0,country,SAU,external_ppg_perc_gdp,2014,2014,NA
0,country,SEN,external_ppg_perc_gdp,2014,2014,0.25090242
0,country,SRB,external_ppg_perc_gdp,2014,2014,0.350366609
0,country,SYC,external_ppg_perc_gdp,2014,2014,NA
0,country,SLE,external_ppg_perc_gdp,2014,2014,0.183025019
0,country,SGP,external_ppg_perc_gdp,2014,2014,NA
0,country,SVK,external_ppg_perc_gdp,2014,2014,NA
0,country,SVN,external_ppg_perc_gdp,2014,2014,NA
0,country,SLB,external_ppg_perc_gdp,2014,2014,0.067077851
0,country,SOM,external_ppg_perc_gdp,2014,2014,0.35806203
0,country,ZAF,external_ppg_perc_gdp,2014,2014,0.164355127
0,country,SSD,external_ppg_perc_gdp,2014,2014,NA
0,country,ESP,external_ppg_perc_gdp,2014,2014,NA
0,country,LKA,external_ppg_perc_gdp,2014,2014,0.313090017
0,country,SDN,external_ppg_perc_gdp,2014,2014,0.264327844
0,country,SUR,external_ppg_perc_gdp,2014,2014,NA
0,country,SWE,external_ppg_perc_gdp,2014,2014,NA
0,country,CHE,external_ppg_perc_gdp,2014,2014,NA
